delta1,delta2,delta3,delta4
0010,0019,0032,0034,
0010,0019,0032,0034,
0016,0025,0038,0035,
0017,0025,0038,0035,
0017,0025,0038,0035,
0013,0015,0026,0026,
0013,0015,0022,0026,
0013,0015,0022,0026,
0007,0006,0013,0013,
0007,0006,0013,0013,
0007,0006,0013,0013,
0003,0005,0005,0011,
0003,0005,0005,0011,
0003,0005,0005,0011,
0003,0005,0007,0003,
0003,0005,0007,0003,
0003,0005,0007,0003,
0000,0002,0002,0000,
0000,0002,0002,0000,
0000,0002,0002,0000,
0000,0007,-002,0008,
0000,0007,-002,0008,
0000,0007,-002,0008,
0000,0007,0001,0005,
0000,0007,0001,0005,
0000,0007,0001,0005,
-002,0004,0001,0010,
-002,0004,0001,0010,
-002,0004,0001,0010,
0000,0003,-001,0005,
