delta1,delta2,delta3,delta4
0014,0016,0033,0034,
0014,0016,0033,0034,
0015,0027,0043,0046,
0015,0029,0045,0046,
0015,0029,0045,0046,
0015,0027,0037,0040,
0015,0027,0037,0040,
0015,0027,0037,0040,
0009,0018,0029,0029,
0009,0018,0029,0029,
0009,0018,0029,0029,
0007,0010,0011,0016,
0007,0010,0011,0016,
0007,0010,0011,0016,
0006,0002,0010,0006,
0005,0002,0010,0006,
0005,0002,0010,0006,
0004,0001,0006,0004,
0004,0001,0006,0004,
0004,0001,0006,0004,
0000,-002,0003,0001,
0000,-002,0003,0001,
0000,-002,0003,0001,
0001,0001,0003,0002,
0001,0001,0003,0002,
0001,0001,0003,0002,
0003,0000,-001,0005,
0003,0000,-001,0005,
0003,0000,-001,0005,
0002,-001,0002,0004,
