delta1,delta2,delta3,delta4
0016,0021,0040,0037,
0016,0023,0040,0037,
0022,0035,0054,0054,
0022,0037,0061,0060,
0022,0037,0061,0060,
0028,0046,0069,0066,
0028,0046,0069,0066,
0028,0046,0069,0066,
0024,0036,0055,0051,
0024,0035,0055,0051,
0024,0035,0055,0051,
0017,0024,0039,0032,
0017,0024,0031,0032,
0017,0024,0031,0032,
0009,0014,0017,0020,
0009,0014,0017,0020,
0009,0014,0017,0020,
0004,0004,0007,0011,
0004,0004,0007,0011,
0004,0004,0007,0011,
0003,-001,0005,0005,
0003,-001,0005,0005,
0003,-001,0005,0005,
0005,0002,0003,0004,
0005,0002,0003,0004,
0005,0002,0003,0004,
0004,-002,0005,0003,
0004,-002,0003,0003,
0003,-001,0002,0002,
0003,0000,0002,0001,
