delta1,delta2,delta3,delta4
0009,0017,0022,0030,
0009,0017,0022,0030,
0013,0025,0039,0045,
0013,0026,0043,0050,
0013,0026,0043,0050,
0022,0040,0050,0056,
0022,0041,0054,0056,
0022,0041,0054,0056,
0017,0037,0047,0050,
0017,0037,0047,0050,
0017,0037,0047,0050,
0016,0023,0035,0034,
0016,0023,0031,0034,
0016,0023,0031,0034,
0008,0010,0013,0015,
0008,0010,0013,0015,
0008,0010,0013,0015,
0004,0004,0006,0010,
0004,0004,0006,0010,
0004,0004,0006,0010,
0005,0003,0001,0000,
0005,0003,0001,0000,
0005,0003,0001,0000,
0003,0002,0001,0001,
0003,0002,0001,0001,
0003,0002,0001,0001,
0005,-001,0001,0004,
0005,-001,0001,0004,
0005,-001,0001,0004,
0004,-001,0002,-002,
