delta1,delta2,delta3,delta4
0009,0012,0025,0030,
0009,0012,0025,0030,
0012,0025,0036,0043,
0012,0025,0044,0043,
0012,0025,0044,0043,
0022,0030,0047,0043,
0022,0030,0046,0043,
0022,0030,0046,0043,
0014,0022,0035,0040,
0014,0022,0035,0040,
0014,0022,0035,0040,
0013,0018,0026,0028,
0013,0018,0026,0028,
0013,0018,0026,0028,
0005,0007,0010,0012,
0005,0007,0010,0012,
0005,0007,0010,0012,
0005,-002,0008,0006,
0005,-002,0008,0006,
0005,-002,0008,0006,
0003,0000,0006,0003,
0003,0000,0005,0003,
0003,0000,0005,0003,
-004,0002,0000,0011,
-004,0002,0000,0011,
-004,0002,0000,0011,
-001,0002,-001,0009,
-001,0002,-001,0009,
-001,0002,-001,0009,
-001,0003,0003,0004,
