delta1,delta2,delta3,delta4
0013,0016,0030,0030,
0013,0016,0030,0030,
0022,0025,0038,0042,
0022,0025,0047,0044,
0022,0025,0047,0044,
0025,0035,0051,0051,
0025,0035,0051,0051,
0025,0035,0051,0051,
0019,0031,0042,0041,
0019,0031,0038,0041,
0019,0031,0038,0041,
0012,0015,0022,0024,
0012,0015,0022,0024,
0012,0015,0022,0024,
0007,0005,0009,0014,
0007,0005,0009,0014,
0007,0005,0009,0014,
0004,0000,0006,0005,
0004,0000,0006,0005,
0004,0000,0006,0005,
0006,0000,0005,0003,
0006,0000,0005,0003,
0006,0000,0005,0003,
0004,0001,0007,0002,
0004,0001,0007,0002,
0004,0001,0007,0002,
0005,-001,0003,0003,
0005,-001,0003,0003,
0005,-001,0003,0003,
0004,0000,-001,0000,
