delta1,delta2,delta3,delta4
0005,0017,0024,0031,
0005,0017,0024,0031,
0008,0025,0030,0035,
0008,0023,0031,0035,
0008,0023,0031,0035,
0011,0023,0033,0034,
0011,0024,0033,0034,
0011,0024,0033,0034,
0011,0027,0030,0036,
0011,0027,0030,0036,
0011,0027,0030,0036,
0007,0021,0021,0028,
0007,0013,0021,0028,
0007,0013,0021,0028,
0006,0008,0010,0011,
0006,0008,0010,0011,
0006,0008,0010,0011,
0004,0007,0008,0007,
0004,0006,0008,0007,
0004,0006,0008,0007,
0000,0002,0001,0009,
0000,0002,0001,0009,
0000,0002,0001,0009,
0000,-001,0003,0002,
0000,-001,0003,0002,
0000,-001,0003,0002,
-001,0002,-003,0007,
-001,0002,-003,0007,
-001,0002,-003,0007,
0000,0004,-002,0004,
