delta1,delta2,delta3,delta4
0017,0027,0041,0044,
0017,0027,0041,0044,
0022,0034,0051,0055,
0022,0034,0051,0055,
0022,0034,0051,0055,
0022,0030,0046,0046,
0022,0030,0046,0046,
0022,0030,0046,0046,
0008,0016,0021,0025,
0008,0016,0021,0025,
0008,0016,0021,0025,
0008,0006,0015,0013,
0008,0006,0015,0013,
0008,0006,0015,0013,
0001,0003,0000,0009,
0001,0003,0000,0009,
0001,0003,0000,0009,
0003,0001,0006,0007,
0003,0001,0006,0007,
0003,0001,0006,0007,
0004,0001,0004,0002,
0004,0001,0004,0002,
0004,0001,0004,0002,
0005,0000,0005,0003,
0005,0000,0005,0003,
0005,0000,0005,0003,
0000,0003,-002,0005,
0000,0003,-002,0005,
0000,0003,-002,0005,
0003,0002,0005,0001,
