delta1,delta2,delta3,delta4
0010,0017,0028,0032,
0010,0017,0028,0032,
0018,0024,0041,0044,
0018,0029,0047,0045,
0018,0029,0047,0045,
0015,0031,0046,0046,
0015,0031,0046,0046,
0015,0031,0046,0046,
0020,0029,0038,0037,
0020,0029,0038,0037,
0020,0029,0038,0037,
0015,0017,0025,0022,
0015,0017,0025,0022,
0015,0017,0025,0022,
0009,0006,0015,0013,
0009,0006,0014,0013,
0009,0006,0014,0013,
0005,0007,0006,0009,
0005,0007,0006,0009,
0005,0007,0006,0009,
0005,0000,0006,0000,
0005,0000,0006,0000,
0005,0000,0006,0000,
0004,0001,0004,0001,
0004,0001,0004,0001,
0004,0001,0004,0001,
0003,0000,0000,0002,
0003,0000,0000,0002,
0003,0000,0000,0002,
0000,0004,0002,-001,
