delta1,delta2,delta3,delta4
0010,0017,0025,0030,
0010,0017,0025,0030,
0014,0031,0036,0050,
0014,0031,0046,0051,
0014,0031,0046,0051,
0020,0032,0044,0048,
0020,0032,0044,0048,
0020,0032,0044,0048,
0011,0026,0031,0035,
0011,0025,0031,0035,
0011,0025,0031,0035,
0008,0017,0017,0022,
0008,0017,0017,0022,
0008,0017,0017,0022,
0004,0009,0008,0012,
0004,0009,0008,0012,
0004,0009,0008,0012,
0005,0005,0005,0003,
0005,0005,0005,0003,
0005,0005,0005,0003,
0003,0002,0003,0002,
0003,0002,0003,0002,
0003,0002,0003,0002,
0003,0003,0004,0002,
0003,0003,0004,0002,
0003,0003,0004,0002,
-002,0006,-003,0004,
-002,0006,-003,0004,
-002,0006,-003,0004,
0002,0002,0004,0004,
