delta1,delta2,delta3,delta4
0012,0021,0033,0033,
0012,0021,0033,0033,
0017,0029,0042,0039,
0022,0029,0046,0039,
0022,0029,0046,0039,
0017,0028,0041,0041,
0017,0028,0041,0041,
0017,0028,0041,0041,
0010,0020,0027,0025,
0010,0020,0026,0025,
0010,0020,0026,0025,
0004,0005,0011,0014,
0004,0005,0011,0014,
0004,0005,0011,0014,
0004,0003,0005,0008,
0004,0003,0005,0008,
0004,0003,0005,0008,
0006,0002,0009,0002,
0006,0002,0009,0002,
0006,0002,0009,0002,
0003,0003,0005,0001,
0003,0003,0005,0001,
0003,0003,0005,0001,
0000,0001,0004,0003,
0000,0001,0004,0003,
0000,0001,0004,0003,
-002,0003,0000,0003,
-002,0003,0000,0003,
-001,0003,0000,0003,
0000,-003,0000,0000,
