delta1,delta2,delta3,delta4
0011,0018,0029,0033,
0011,0018,0029,0033,
0021,0028,0044,0043,
0021,0028,0046,0045,
0021,0028,0046,0045,
0013,0032,0043,0047,
0013,0035,0043,0047,
0013,0035,0043,0047,
0013,0026,0032,0036,
0013,0026,0032,0036,
0013,0026,0032,0036,
0007,0021,0022,0027,
0007,0019,0022,0027,
0007,0019,0022,0027,
0006,0009,0010,0012,
0006,0009,0010,0012,
0006,0009,0010,0012,
0000,0005,0005,0005,
0000,0005,0005,0005,
0000,0005,0005,0005,
0000,0000,0002,0003,
0000,0000,0002,0003,
0000,0000,0002,0003,
0001,0000,0002,0001,
0001,0000,0002,0001,
0001,0000,0002,0001,
-002,0004,0005,0002,
-002,0004,0005,0002,
-002,0004,0005,0002,
-003,0000,0002,0005,
