delta1,delta2,delta3,delta4
0011,0021,0038,0038,
0011,0021,0038,0038,
0010,0027,0042,0040,
0010,0028,0042,0040,
0010,0028,0042,0040,
0013,0025,0036,0033,
0013,0025,0036,0033,
0013,0025,0036,0033,
0013,0018,0027,0021,
0013,0018,0024,0021,
0013,0018,0024,0021,
0007,0008,0016,0012,
0007,0008,0016,0012,
0007,0008,0016,0012,
0003,0004,0008,0012,
0003,0004,0008,0012,
0003,0004,0008,0012,
0005,0000,0009,0006,
0005,0000,0009,0006,
0005,0000,0009,0006,
-002,-001,0001,0000,
-002,-001,0001,0000,
-002,-001,0001,0000,
0002,-001,0006,-001,
0002,-001,0006,-001,
0002,-001,0006,-001,
0001,0001,0007,0003,
0001,0001,0007,0003,
0001,0001,0007,0003,
0004,-001,0005,0001,
