delta1,delta2,delta3,delta4
0011,0015,0025,0029,
0011,0015,0025,0029,
0016,0019,0031,0031,
0017,0019,0031,0031,
0017,0019,0031,0031,
0011,0016,0030,0024,
0011,0016,0030,0024,
0011,0016,0030,0024,
0009,0015,0020,0025,
0009,0015,0020,0025,
0009,0015,0020,0025,
0008,0007,0017,0015,
0008,0007,0017,0015,
0008,0007,0017,0015,
0003,0001,0005,0006,
0003,0001,0005,0006,
0003,0001,0005,0006,
0005,0001,0005,0006,
0005,0001,0005,0006,
0005,0001,0005,0006,
-002,-002,0002,0002,
-002,-002,0002,0002,
-002,-002,0002,0002,
0005,-003,0004,0005,
0005,-003,0004,0005,
0005,-003,0004,0005,
0002,0003,-003,0007,
0002,0003,-003,0007,
0002,0003,-003,0007,
0001,-002,0000,0001,
