delta1,delta2,delta3,delta4
0013,0015,0029,0028,
0013,0015,0029,0028,
0017,0024,0041,0031,
0017,0024,0041,0031,
0017,0024,0041,0031,
0017,0029,0043,0032,
0017,0029,0043,0032,
0017,0029,0043,0032,
0019,0026,0039,0028,
0019,0026,0039,0028,
0019,0026,0039,0028,
0017,0020,0031,0028,
0017,0020,0031,0028,
0017,0020,0031,0028,
0014,0016,0021,0021,
0014,0016,0021,0021,
0014,0016,0021,0021,
0008,0003,0009,0015,
0008,0002,0009,0015,
0008,0002,0009,0015,
0008,0009,0012,0006,
0008,0009,0012,0006,
0008,0009,0012,0006,
0001,0001,0000,0003,
0001,0001,0000,0003,
0001,0001,0000,0003,
0005,-004,0000,0000,
0005,-004,0000,0000,
0005,-004,0000,0000,
-002,0004,0001,-001,
