delta1,delta2,delta3,delta4
0008,0019,0026,0019,
0008,0019,0026,0019,
0012,0010,0021,0014,
0012,0010,0021,0014,
0012,0010,0021,0014,
0007,0014,0014,0008,
0007,0014,0014,0008,
0007,0014,0014,0008,
0001,0009,0013,0006,
0001,0009,0013,0006,
0001,0009,0013,0006,
-001,0007,0010,0001,
-001,0007,0010,0001,
-001,0007,0010,0001,
-002,0002,0008,0005,
-002,0002,0008,0005,
-002,0002,0008,0005,
0001,0002,0005,0003,
0001,0002,0005,0003,
0001,0002,0005,0003,
-003,0004,0004,0005,
-003,0004,0004,0005,
-003,0004,0004,0005,
0004,0000,0002,0002,
0004,0000,0002,0002,
0004,0000,0002,0002,
-001,0001,0002,0004,
-001,0001,0002,0004,
-001,0001,0002,0004,
-004,0004,0003,0001,
