delta1,delta2,delta3,delta4
0010,0022,0030,0031,
0010,0022,0030,0031,
0012,0021,0026,0033,
0012,0021,0026,0033,
0012,0021,0026,0033,
0008,0015,0025,0023,
0008,0015,0025,0023,
0008,0015,0025,0023,
0007,0011,0014,0017,
0007,0011,0014,0017,
0007,0011,0014,0017,
0003,0010,0008,0013,
0003,0010,0008,0013,
0003,0010,0008,0013,
0004,0003,0005,0005,
0004,0003,0005,0005,
0004,0003,0005,0005,
0001,0001,-001,0005,
0001,0001,-001,0005,
0001,0001,-001,0005,
0003,0006,0000,0007,
0003,0007,0000,0007,
0003,0007,0000,0007,
0003,0006,0003,0005,
0003,0006,0003,0005,
0003,0006,0003,0005,
-002,0005,0002,0004,
-002,0004,0002,0004,
-002,0004,0002,0004,
0002,0000,0001,-004,
