delta1,delta2,delta3,delta4
0011,0019,0025,0031,
0011,0019,0025,0031,
0017,0017,0033,0031,
0017,0017,0033,0031,
0017,0017,0033,0031,
0010,0019,0033,0031,
0010,0019,0033,0031,
0010,0019,0033,0031,
0015,0025,0035,0034,
0015,0025,0034,0034,
0015,0025,0034,0034,
0009,0017,0027,0024,
0009,0017,0027,0024,
0009,0017,0027,0024,
0009,0014,0021,0018,
0009,0014,0021,0018,
0009,0014,0021,0018,
0006,0009,0009,0008,
0006,0009,0009,0008,
0006,0009,0009,0008,
0002,0003,0009,0011,
0002,0003,0009,0011,
0002,0003,0009,0011,
0005,0002,0008,0003,
0005,0002,0008,0003,
0005,0002,0008,0003,
0002,0004,0000,0003,
0002,0004,0000,0003,
0002,0004,0000,0003,
0002,0005,0000,0007,
