delta1,delta2,delta3,delta4
0014,0025,0039,0041,
0014,0025,0039,0041,
0021,0038,0050,0052,
0022,0039,0064,0060,
0022,0039,0064,0060,
0025,0036,0053,0054,
0024,0036,0053,0051,
0024,0036,0053,0051,
0019,0024,0035,0034,
0019,0024,0033,0033,
0019,0024,0033,0033,
0002,0005,0010,0015,
0002,0005,0010,0015,
0002,0005,0010,0015,
0003,0004,0010,0003,
0003,0004,0010,0003,
0003,0004,0010,0003,
0000,0002,-002,0003,
0000,0002,-002,0003,
0000,0002,-002,0003,
-002,0000,0003,0000,
-002,0000,0003,0000,
-002,0000,0003,0000,
0001,0002,-002,0004,
0001,0002,-002,0004,
0001,0002,-002,0004,
0000,0002,0003,0006,
0000,0002,0003,0006,
0000,0002,0003,0006,
-002,0003,-002,0007,
