delta1,delta2,delta3,delta4
0014,0015,0032,0023,
0015,0016,0034,0032,
0023,0033,0054,0045,
0023,0033,0054,0045,
0023,0033,0057,0045,
0033,0043,0069,0067,
0033,0043,0070,0067,
0033,0043,0072,0067,
0031,0047,0083,0077,
0031,0047,0083,0077,
0031,0047,0083,0068,
0035,0049,0072,0064,
0035,0049,0072,0064,
0032,0047,0065,0054,
0027,0040,0056,0043,
0027,0039,0054,0043,
0024,0033,0042,0036,
0022,0022,0034,0028,
0017,0021,0033,0028,
0016,0021,0025,0020,
0013,0011,0016,0015,
0013,0010,0016,0015,
0013,0006,0011,0009,
0004,0005,0011,0006,
0004,0005,0011,0006,
0004,0004,0007,0006,
0002,0004,0003,0002,
0002,0004,0003,0002,
0002,0001,0003,0002,
-001,-008,0002,0006,
