delta1,delta2,delta3,delta4
0007,0015,0027,0027,
0007,0015,0027,0027,
0008,0019,0028,0028,
0008,0019,0028,0028,
0008,0019,0028,0028,
0007,0017,0018,0025,
0007,0017,0018,0025,
0007,0017,0018,0025,
0005,0005,0015,0014,
0005,0005,0011,0014,
0005,0005,0011,0014,
0002,0007,0004,0010,
0002,0006,0004,0010,
0002,0006,0004,0010,
-001,0001,-003,-001,
-001,0001,-003,-001,
-001,0001,-003,-001,
0001,-002,0008,0003,
0001,-002,0008,0003,
0001,-002,0008,0003,
0003,0001,0007,0006,
0003,0001,0006,0006,
0003,0001,0006,0006,
-001,-001,-001,0004,
-001,-001,-001,0004,
-001,-001,-001,0004,
0005,0000,0002,0001,
0005,0000,0002,0001,
0005,0000,0002,0001,
0003,-001,0003,0001,
