delta1,delta2,delta3,delta4
0007,0026,0030,0031,
0007,0026,0030,0031,
0015,0027,0036,0039,
0015,0027,0037,0039,
0015,0027,0037,0039,
0019,0028,0037,0034,
0017,0028,0038,0034,
0017,0028,0038,0034,
0011,0019,0024,0024,
0011,0019,0024,0024,
0011,0019,0024,0024,
0006,0015,0012,0019,
0006,0015,0012,0019,
0006,0015,0012,0019,
0005,0007,0013,0007,
0005,0007,0010,0007,
0005,0007,0010,0007,
0005,0007,0009,0002,
0005,0007,0008,0002,
0005,0007,0008,0002,
0001,0006,0001,0006,
0001,0006,0001,0006,
0001,0006,0001,0006,
-002,0001,0003,-001,
-002,0001,0003,-001,
-002,0001,0003,-001,
0001,0001,0004,0001,
0001,0001,0004,0001,
0001,0001,0004,0001,
-002,0003,-001,0002,
