delta1,delta2,delta3,delta4
0009,0019,0026,0034,
0009,0019,0026,0034,
0012,0015,0032,0030,
0012,0015,0028,0030,
0012,0015,0028,0030,
0009,0014,0024,0021,
0009,0014,0024,0021,
0009,0014,0024,0021,
0005,0007,0011,0010,
0005,0007,0009,0010,
0005,0007,0009,0010,
0000,0002,0001,0004,
0000,0002,0001,0004,
0000,0002,0001,0004,
0002,0001,0002,0002,
0002,0001,0002,0002,
0002,0001,0002,0002,
0001,-001,0002,0003,
0001,-001,0002,0003,
0001,-001,0002,0003,
0005,0001,0001,0005,
0005,0001,0001,0005,
0005,0001,0001,0005,
0001,0000,0000,0003,
0001,0000,0000,0003,
0001,0000,0000,0003,
0005,0001,0004,0004,
0005,0001,0004,0004,
0005,0001,0004,0004,
-003,0000,-002,0002,
