delta1,delta2,delta3,delta4
0017,0020,0031,0028,
0017,0020,0031,0028,
0011,0022,0031,0026,
0011,0022,0028,0026,
0011,0022,0028,0026,
0008,0015,0019,0020,
0008,0015,0019,0020,
0008,0015,0019,0020,
0006,0009,0009,0011,
0006,0009,0009,0011,
0006,0009,0009,0011,
0006,0003,0005,0002,
0006,0003,0005,0002,
0006,0003,0005,0002,
0004,0002,0005,0003,
0004,0002,0005,0003,
0004,0002,0005,0003,
-001,0004,0001,0001,
-001,0004,0001,0001,
-001,0004,0001,0001,
0000,0005,0000,0005,
0000,0005,0000,0005,
0000,0005,0000,0005,
-001,0001,0000,0003,
-001,0001,0000,0003,
-001,0001,0000,0003,
0007,0001,-001,0001,
0006,0001,-001,0001,
0006,0001,-001,0001,
-003,0001,-003,0003,
