delta1,delta2,delta3,delta4
0006,0013,0033,0031,
0006,0013,0033,0031,
0018,0026,0045,0036,
0018,0026,0045,0036,
0018,0026,0045,0036,
0015,0033,0048,0036,
0015,0033,0048,0036,
0015,0033,0048,0036,
0021,0027,0040,0034,
0021,0027,0040,0034,
0021,0027,0040,0034,
0019,0021,0031,0027,
0019,0021,0031,0027,
0019,0021,0031,0027,
0013,0016,0021,0017,
0013,0016,0021,0017,
0013,0016,0021,0017,
0011,0011,0012,0006,
0011,0011,0012,0006,
0011,0011,0012,0006,
0002,0009,0007,0010,
0002,0009,0007,0010,
0002,0009,0007,0010,
-001,0005,0000,0007,
-001,0005,0000,0007,
-001,0005,0000,0007,
0000,0007,0007,0006,
0000,0007,0007,0006,
0000,0007,0007,0006,
-002,0004,0002,0007,
