delta1,delta2,delta3,delta4
0010,0021,0026,0037,
0010,0021,0026,0037,
0013,0025,0038,0043,
0013,0025,0038,0043,
0013,0025,0038,0043,
0017,0026,0040,0038,
0017,0026,0040,0038,
0017,0026,0040,0038,
0013,0018,0027,0024,
0013,0016,0024,0024,
0013,0016,0024,0024,
0007,0006,0014,0011,
0007,0006,0014,0011,
0007,0006,0014,0011,
0000,0004,0004,0010,
0000,0004,0004,0010,
0000,0004,0004,0010,
0002,0004,0003,0006,
0002,0004,0003,0006,
0002,0004,0003,0006,
0003,0000,0003,0002,
0003,0000,0003,0002,
0003,0000,0003,0002,
0001,0002,0000,0008,
0001,0002,0000,0008,
0001,0002,0000,0008,
-002,0002,0002,0007,
-002,0002,0002,0007,
-002,0002,0002,0007,
0001,0002,0000,0005,
