delta1,delta2,delta3,delta4
0009,0021,0038,0035,
0009,0021,0038,0035,
0018,0033,0045,0046,
0018,0033,0045,0046,
0018,0033,0045,0046,
0016,0030,0041,0042,
0016,0029,0041,0042,
0016,0029,0041,0042,
0013,0020,0031,0027,
0013,0020,0028,0027,
0013,0020,0028,0027,
0009,0011,0017,0017,
0009,0011,0017,0017,
0009,0011,0017,0017,
0003,0008,0007,0009,
0003,0008,0007,0009,
0003,0008,0007,0009,
0005,0002,0009,-001,
0005,0002,0009,-001,
0005,0002,0009,-001,
0005,0002,0005,0000,
0005,0002,0005,0000,
0005,0002,0005,0000,
0004,0002,0006,0003,
0004,0002,0006,0003,
0004,0002,0006,0003,
0004,0002,0006,0000,
0004,0002,0006,0000,
0004,0002,0006,0000,
0002,0005,0000,0001,
