delta1,delta2,delta3,delta4
0009,0017,0026,0029,
0009,0017,0026,0029,
0010,0017,0039,0036,
0010,0017,0039,0036,
0010,0017,0039,0036,
0012,0028,0044,0040,
0012,0028,0044,0040,
0012,0028,0044,0040,
0015,0029,0039,0041,
0015,0029,0039,0039,
0015,0029,0039,0039,
0012,0022,0028,0029,
0012,0022,0028,0029,
0012,0022,0028,0029,
0006,0009,0017,0017,
0006,0009,0017,0017,
0006,0009,0017,0017,
0005,0002,0009,0005,
0005,0002,0009,0005,
0005,0002,0009,0005,
0002,0004,0008,0008,
0002,0004,0008,0008,
0002,0004,0008,0008,
0002,0002,0004,0003,
0002,0002,0004,0003,
0002,0002,0004,0003,
-002,0000,0004,0001,
-002,0000,0004,0001,
-002,0000,0004,0001,
0004,-004,0006,0003,
