delta1,delta2,delta3,delta4
0009,0025,0031,0036,
0009,0025,0031,0036,
0014,0027,0038,0038,
0014,0027,0038,0038,
0014,0027,0038,0038,
0015,0019,0033,0031,
0015,0019,0032,0031,
0015,0019,0032,0031,
0007,0016,0017,0020,
0007,0016,0016,0020,
0007,0016,0016,0020,
0007,0005,0009,0007,
0006,0005,0009,0007,
0006,0005,0009,0007,
0005,0003,0007,-001,
0005,0003,0007,-001,
0005,0003,0007,-001,
-003,-003,0000,0002,
-003,-003,0000,0002,
-003,-003,0000,0002,
-001,0001,-001,0003,
-001,0001,-001,0003,
-001,0001,-001,0003,
0005,0000,0002,0000,
0005,0000,0002,0000,
0005,0000,0002,0000,
0001,-002,0002,-002,
0001,-002,0002,-002,
0001,-002,0002,-002,
-001,-002,0000,0000,
