delta1,delta2,delta3,delta4
0009,0016,0025,0030,
0009,0016,0025,0030,
0011,0020,0029,0029,
0011,0020,0029,0029,
0011,0020,0029,0029,
0010,0014,0020,0021,
0010,0014,0020,0021,
0010,0014,0020,0021,
0006,0009,0011,0015,
0006,0009,0011,0015,
0006,0009,0011,0015,
0003,0003,0011,0006,
0003,0003,0010,0006,
0003,0003,0010,0006,
0001,0001,-001,0009,
0001,0001,-001,0009,
0001,0001,-001,0009,
0001,0002,0001,0003,
0001,0002,0001,0003,
0001,0002,0001,0003,
0001,0002,0001,0002,
0001,0002,0001,0002,
0001,0002,0001,0002,
-001,0004,0001,0007,
-001,0004,0001,0007,
-001,0004,0001,0007,
0001,-002,0006,0004,
0001,-002,0006,0004,
0001,-002,0006,0004,
0003,0000,0000,-004,
