delta1,delta2,delta3,delta4
0011,0019,0031,0027,
0011,0019,0031,0027,
0019,0024,0041,0037,
0019,0024,0042,0037,
0019,0024,0042,0037,
0015,0028,0036,0035,
0015,0024,0036,0035,
0015,0024,0036,0035,
0008,0011,0023,0021,
0008,0011,0023,0020,
0008,0011,0023,0020,
0005,0005,0005,0007,
0005,0005,0005,0007,
0005,0005,0005,0007,
0002,-004,0008,0003,
0002,-004,0008,0003,
0002,-004,0008,0003,
-001,0003,0001,0004,
-001,0003,0001,0004,
-001,0003,0001,0004,
0004,-003,0005,-001,
0004,-003,0005,-001,
0004,-003,0005,-001,
0003,0000,0003,0006,
0003,0000,0003,0006,
0003,0000,0003,0006,
-002,-001,-002,0005,
-002,-001,-002,0005,
-002,-001,-002,0005,
-001,-001,0002,0005,
