delta1,delta2,delta3,delta4
0009,0015,0027,0024,
0012,0025,0039,0042,
0012,0028,0046,0042,
0012,0028,0046,0042,
0020,0037,0049,0051,
0020,0035,0049,0050,
0020,0035,0049,0050,
0010,0022,0026,0025,
0010,0020,0024,0025,
0010,0020,0024,0025,
0005,0011,0009,0011,
0005,0011,0009,0011,
0005,0011,0009,0011,
0006,0002,0005,0003,
0006,0002,0005,0003,
0006,0002,0005,0003,
0002,-001,0004,0004,
0002,-001,0004,0004,
0002,-001,0004,0004,
0000,-001,-002,0000,
0000,-001,-002,0000,
0000,-001,-002,0000,
0005,-001,0006,0000,
0005,-001,0004,0000,
0005,-001,0004,0000,
0003,0003,0004,0001,
0003,0003,0004,0001,
0002,0002,0003,0000,
-001,-001,0001,0000,
-001,-001,0001,0000,
