delta1,delta2,delta3,delta4
0010,0021,0032,0038,
0010,0021,0032,0038,
0019,0025,0043,0042,
0019,0025,0043,0042,
0019,0025,0043,0042,
0016,0026,0033,0036,
0016,0026,0033,0036,
0016,0026,0033,0036,
0011,0024,0029,0036,
0011,0024,0029,0036,
0011,0024,0029,0036,
0008,0015,0017,0020,
0008,0015,0017,0020,
0008,0015,0017,0020,
0004,0008,0010,0012,
0004,0008,0010,0012,
0004,0008,0010,0012,
0001,0006,0005,0012,
0001,0006,0005,0012,
0001,0006,0005,0012,
0006,0002,0008,-001,
0006,0002,0008,-001,
0006,0002,0008,-001,
0001,0001,0006,-002,
0001,0001,0006,-002,
0001,0001,0006,-002,
-002,0005,0001,0004,
-002,0005,0001,0004,
-002,0005,0001,0004,
0000,0002,-003,0006,
