delta1,delta2,delta3,delta4
0015,0021,0032,0031,
0015,0021,0032,0031,
0010,0024,0030,0033,
0010,0024,0030,0033,
0010,0024,0030,0033,
0009,0014,0021,0019,
0009,0013,0021,0019,
0009,0013,0021,0019,
0007,0006,0009,0008,
0007,0006,0009,0008,
0007,0006,0009,0008,
0001,0004,0001,0005,
0001,0004,0001,0005,
0001,0004,0001,0005,
0003,0003,0003,0008,
0003,0003,0003,0008,
0003,0003,0003,0008,
0005,0003,0002,0004,
0005,0003,0002,0004,
0005,0003,0002,0004,
0000,-001,0002,0001,
0000,-001,0002,0001,
0000,-001,0002,0001,
-003,0004,0001,0004,
-003,0004,0001,0004,
-003,0004,0001,0004,
0002,0001,-001,0004,
0002,0001,-001,0004,
0002,0001,-001,0004,
-002,0004,0002,0004,
