delta1,delta2,delta3,delta4
0010,0018,0032,0026,
0011,0022,0037,0031,
0011,0022,0037,0031,
0011,0022,0037,0031,
0015,0024,0035,0032,
0015,0024,0035,0032,
0015,0024,0035,0032,
0010,0017,0023,0020,
0010,0017,0021,0020,
0010,0017,0021,0020,
0005,0004,0012,0012,
0005,0004,0012,0012,
0005,0004,0012,0012,
0003,0005,0011,0007,
0003,0005,0011,0007,
0003,0005,0011,0007,
0002,0005,0001,0005,
0002,0005,0001,0005,
0002,0005,0001,0005,
0000,0003,0004,0002,
0000,0003,0004,0002,
0000,0003,0004,0002,
0000,0004,0003,0007,
0000,0004,0003,0007,
0000,0004,0003,0007,
0002,0001,0000,0001,
0002,0001,0000,0001,
0002,0001,0000,0001,
0001,0007,0007,0005,
0001,0004,0006,0005,
