delta1,delta2,delta3,delta4
0010,0025,0037,0037,
0010,0025,0037,0037,
0022,0029,0042,0044,
0022,0030,0050,0044,
0022,0030,0050,0044,
0020,0033,0051,0050,
0020,0035,0051,0050,
0020,0035,0051,0050,
0023,0030,0046,0041,
0023,0030,0046,0041,
0023,0030,0046,0041,
0014,0022,0028,0033,
0014,0022,0028,0030,
0014,0022,0028,0030,
0008,0013,0014,0013,
0008,0013,0014,0013,
0008,0013,0014,0013,
0006,0000,0010,0001,
0006,0000,0010,0001,
0006,0000,0010,0001,
0001,0004,0003,-001,
0001,0004,0003,-001,
0001,0004,0003,-001,
0001,0005,0002,0002,
0001,0005,0002,0002,
0001,0005,0002,0002,
0003,0003,0000,0004,
0003,0003,0000,0004,
0003,0003,0000,0004,
0005,0000,0007,0001,
