delta1,delta2,delta3,delta4
0008,0016,0025,0029,
0008,0016,0025,0029,
0014,0021,0032,0034,
0014,0021,0032,0034,
0014,0021,0032,0034,
0012,0017,0028,0037,
0012,0017,0028,0037,
0012,0017,0028,0037,
0008,0016,0020,0023,
0008,0016,0020,0023,
0008,0016,0020,0023,
0006,0013,0012,0020,
0006,0009,0012,0020,
0006,0009,0012,0020,
0008,0003,0009,0009,
0008,0003,0009,0009,
0008,0003,0009,0009,
0006,0001,0006,0006,
0006,0001,0006,0006,
0006,0001,0006,0006,
0005,0001,0006,0005,
0005,0001,0006,0005,
0005,0001,0006,0005,
-001,0001,0000,0004,
-001,0001,0000,0004,
-001,0001,0000,0004,
-001,0004,0001,0010,
-001,0004,0001,0010,
-001,0004,0001,0010,
-001,-001,-001,0003,
