delta1,delta2,delta3,delta4
0020,0024,0046,0038,
0020,0024,0046,0038,
0021,0034,0049,0052,
0021,0034,0049,0052,
0021,0034,0049,0052,
0017,0026,0043,0037,
0017,0026,0043,0037,
0017,0026,0043,0037,
0011,0017,0023,0026,
0011,0017,0023,0023,
0011,0017,0023,0023,
0007,0004,0014,0008,
0007,0004,0011,0008,
0007,0004,0011,0008,
0005,0002,0003,0007,
0004,0002,0003,0007,
0004,0002,0003,0007,
0003,0001,0006,0001,
0003,0001,0006,0001,
0003,0001,0006,0001,
0002,0000,0005,0000,
0002,0000,0005,0000,
0002,0000,0005,0000,
0003,0000,0000,0000,
0003,0000,0000,0000,
0003,0000,0000,0000,
0004,0000,0006,0000,
0004,0000,0006,0000,
0004,0000,0006,0000,
0001,0001,0001,0003,
