delta1,delta2,delta3,delta4
0011,0014,0030,0029,
0011,0014,0030,0029,
0016,0024,0042,0049,
0016,0032,0044,0051,
0016,0032,0044,0051,
0023,0030,0055,0047,
0023,0030,0049,0047,
0023,0030,0049,0047,
0021,0026,0040,0036,
0020,0026,0039,0036,
0020,0026,0039,0036,
0013,0015,0021,0019,
0013,0015,0017,0019,
0013,0015,0017,0019,
0004,0003,0003,0007,
0004,0003,0003,0007,
0004,0003,0003,0007,
0001,-001,0004,0003,
0001,-001,0004,0003,
0001,-001,0004,0003,
0005,0001,0004,0002,
0005,0001,0004,0002,
0005,0001,0004,0002,
-003,-001,0002,0004,
-003,-001,0002,0004,
-003,-001,0002,0004,
0003,0003,0005,0001,
0003,0003,0005,0001,
0003,0003,0005,0001,
0003,0000,0003,0005,
