delta1,delta2,delta3,delta4
0014,0021,0030,0036,
0014,0021,0030,0036,
0013,0021,0034,0036,
0013,0021,0034,0036,
0013,0021,0034,0036,
0010,0022,0031,0035,
0010,0020,0031,0035,
0010,0020,0031,0035,
0010,0017,0016,0025,
0010,0017,0016,0025,
0010,0017,0016,0025,
0009,0006,0015,0016,
0009,0006,0014,0016,
0009,0006,0014,0016,
0004,0002,0005,0006,
0004,0002,0005,0006,
0004,0002,0005,0006,
0001,0003,0004,0010,
0001,0003,0004,0010,
0001,0003,0004,0010,
0005,0001,0008,0001,
0005,0001,0008,0001,
0005,0001,0008,0001,
0006,0001,0008,0004,
0006,0001,0006,0004,
0006,0001,0006,0004,
0006,0001,0002,0004,
0006,0001,0002,0004,
0006,0001,0002,0004,
0008,-002,0007,0002,
