delta1,delta2,delta3,delta4
0012,0017,0031,0034,
0012,0017,0031,0034,
0017,0028,0043,0051,
0021,0031,0055,0051,
0021,0031,0055,0051,
0018,0032,0050,0048,
0018,0032,0050,0048,
0018,0032,0050,0048,
0016,0025,0039,0033,
0016,0024,0034,0033,
0016,0024,0034,0033,
0010,0014,0020,0022,
0010,0014,0020,0022,
0010,0014,0020,0022,
0005,0012,0009,0015,
0005,0012,0009,0015,
0005,0012,0009,0015,
0002,0002,0009,0010,
0002,0002,0009,0010,
0002,0002,0009,0010,
0002,0006,0006,0009,
0002,0006,0006,0009,
0002,0006,0006,0009,
0002,0003,0006,0003,
0002,0003,0006,0003,
0002,0003,0006,0003,
0001,0001,0001,0005,
0001,0001,0001,0005,
0001,0001,0001,0005,
-001,0000,0002,0002,
