delta1,delta2,delta3,delta4
0009,0019,0028,0035,
0009,0019,0028,0035,
0012,0029,0042,0044,
0012,0029,0042,0046,
0012,0029,0042,0046,
0014,0024,0039,0036,
0014,0024,0039,0036,
0014,0024,0039,0036,
0011,0017,0026,0027,
0011,0017,0026,0027,
0011,0017,0026,0027,
0006,0014,0014,0019,
0006,0014,0014,0018,
0006,0014,0014,0018,
0006,0002,0014,0011,
0006,0002,0013,0011,
0006,0002,0013,0011,
0006,0004,0009,0003,
0006,0004,0009,0003,
0006,0004,0009,0003,
0003,0002,0005,0003,
0003,0002,0005,0003,
0003,0002,0005,0003,
-003,0002,0001,0005,
-003,0002,0001,0005,
-003,0002,0001,0005,
-004,0001,-002,-001,
-004,0001,-002,-001,
-003,0001,-001,0000,
0005,0000,0008,0001,
