delta1,delta2,delta3,delta4
0008,0017,0025,0028,
0008,0017,0025,0028,
0013,0022,0031,0034,
0013,0022,0031,0035,
0013,0022,0031,0035,
0008,0021,0024,0033,
0008,0021,0024,0027,
0008,0021,0024,0027,
0006,0010,0016,0019,
0006,0010,0016,0019,
0006,0010,0016,0019,
0005,0012,0008,0015,
0005,0012,0008,0015,
0005,0012,0008,0015,
0002,0005,0002,0008,
0002,0005,0002,0008,
0002,0005,0002,0008,
0004,0002,0005,0004,
0004,0002,0005,0004,
0004,0002,0005,0004,
-003,0004,0003,0006,
-003,0004,0003,0006,
-003,0004,0003,0006,
0001,0001,0003,0000,
0002,0001,0003,0000,
0002,0001,0003,0000,
-001,0000,-001,0001,
-001,0000,-001,0001,
-001,0000,-001,0001,
-003,0002,0001,0003,
