delta1,delta2,delta3,delta4
0006,0018,0024,0029,
0006,0018,0024,0029,
0011,0022,0035,0035,
0011,0022,0035,0035,
0011,0022,0035,0035,
0015,0022,0036,0033,
0015,0022,0032,0033,
0015,0022,0032,0033,
0008,0017,0019,0025,
0008,0017,0019,0025,
0008,0017,0019,0025,
0002,0008,0010,0012,
0002,0008,0010,0012,
0002,0008,0010,0012,
0004,0003,0009,0002,
0003,0002,0008,0001,
0003,0002,0008,0001,
-001,0001,0002,-001,
-001,0001,0002,-001,
-001,0001,0002,-001,
-001,-004,-002,0001,
-001,-004,-002,0001,
-001,-004,-002,0001,
-004,0002,0000,0004,
-004,0002,0000,0004,
-004,0002,0000,0004,
0002,0000,0003,-001,
0001,0000,0003,-001,
0001,0000,0003,-001,
0000,0000,0006,0003,
