delta1,delta2,delta3,delta4
0011,0015,0027,0016,
0011,0015,0027,0016,
0007,0019,0034,0025,
0007,0019,0034,0025,
0007,0019,0034,0025,
0019,0021,0037,0021,
0019,0021,0037,0021,
0019,0021,0037,0021,
0015,0018,0031,0022,
0015,0018,0031,0022,
0015,0018,0031,0022,
0011,0023,0035,0022,
0011,0023,0035,0022,
0011,0023,0035,0022,
0007,0020,0022,0018,
0007,0020,0022,0018,
0007,0018,0022,0018,
0007,0011,0015,0015,
0007,0011,0015,0015,
0007,0011,0015,0015,
0002,0009,0011,0010,
0002,0009,0011,0010,
0002,0009,0011,0010,
0005,0006,0004,0002,
0005,0006,0004,0002,
0005,0006,0004,0002,
0004,0002,0004,0002,
0004,0002,0004,0002,
0004,0002,0004,0002,
-002,-001,0001,0004,
