delta1,delta2,delta3,delta4
0011,0017,0028,0034,
0011,0017,0028,0034,
0015,0026,0035,0041,
0015,0026,0038,0041,
0015,0026,0038,0041,
0019,0027,0043,0045,
0019,0027,0043,0045,
0019,0027,0043,0045,
0021,0031,0045,0042,
0021,0033,0045,0042,
0021,0033,0045,0042,
0015,0022,0035,0033,
0015,0022,0032,0033,
0015,0022,0032,0033,
0010,0017,0022,0023,
0010,0017,0017,0023,
0010,0017,0017,0023,
0004,0005,0008,0009,
0004,0005,0008,0009,
0004,0005,0008,0009,
0003,0004,0003,0005,
0003,0004,0003,0005,
0003,0004,0003,0005,
0000,0005,0006,0011,
0000,0005,0006,0011,
0000,0005,0006,0011,
-001,0004,0006,0008,
-001,0004,0006,0008,
-001,0004,0006,0008,
0003,0000,0006,0003,
