delta1,delta2,delta3,delta4
0007,0016,0028,0033,
0007,0016,0028,0033,
0016,0025,0039,0042,
0016,0025,0041,0042,
0016,0025,0041,0042,
0018,0034,0046,0049,
0018,0035,0046,0049,
0018,0035,0046,0049,
0014,0024,0037,0035,
0014,0024,0034,0034,
0014,0024,0034,0034,
0011,0015,0019,0019,
0009,0015,0019,0019,
0009,0015,0019,0019,
0004,0006,0009,0007,
0004,0006,0009,0007,
0004,0006,0009,0007,
0001,0005,0005,0011,
0001,0005,0005,0011,
0001,0005,0005,0011,
-003,0001,-003,0004,
-003,0001,-003,0004,
-003,0001,-003,0004,
0004,0000,0005,0006,
0004,0000,0004,0006,
0004,0000,0004,0006,
-004,-003,0002,0001,
-004,-003,0002,0001,
-004,-003,0002,0001,
-004,0000,-001,0000,
