delta1,delta2,delta3,delta4
0011,0020,0030,0029,
0011,0020,0030,0029,
0018,0024,0039,0028,
0018,0024,0039,0028,
0018,0024,0039,0028,
0018,0027,0035,0030,
0018,0027,0035,0030,
0018,0027,0035,0030,
0020,0022,0032,0024,
0020,0022,0032,0024,
0020,0022,0032,0024,
0013,0020,0028,0016,
0013,0020,0028,0016,
0013,0020,0028,0016,
0008,0014,0015,0015,
0008,0014,0015,0015,
0008,0014,0015,0015,
0004,0008,0010,0010,
0004,0008,0010,0010,
0004,0008,0010,0010,
0003,0006,0004,0009,
0003,0006,0004,0009,
0003,0006,0004,0009,
-001,0009,0008,-001,
-001,0009,0008,-001,
-001,0009,0008,-001,
0002,0006,0009,0002,
0002,0006,0009,0002,
0002,0006,0009,0002,
0000,0006,0003,-001,
