delta1,delta2,delta3,delta4
0013,0019,0029,0033,
0013,0019,0029,0033,
0015,0027,0043,0048,
0015,0029,0046,0050,
0015,0029,0046,0050,
0020,0035,0053,0051,
0020,0036,0053,0051,
0020,0036,0053,0051,
0020,0037,0045,0047,
0020,0037,0045,0047,
0020,0037,0045,0047,
0017,0028,0038,0033,
0017,0028,0038,0033,
0017,0028,0038,0033,
0011,0022,0027,0027,
0011,0022,0027,0027,
0011,0022,0027,0027,
0011,0012,0019,0018,
0011,0012,0018,0018,
0011,0012,0018,0018,
0003,0007,0008,0010,
0003,0007,0008,0010,
0003,0007,0008,0010,
0002,0000,0003,0003,
0002,0000,0003,0003,
0002,0000,0003,0003,
0003,0002,-002,0004,
0003,0002,-002,0004,
0003,0002,-002,0004,
0002,0001,0001,0003,
