delta1,delta2,delta3,delta4
0010,0016,0030,0030,
0010,0016,0030,0030,
0016,0029,0041,0043,
0016,0029,0047,0043,
0016,0029,0047,0043,
0017,0036,0047,0046,
0017,0036,0047,0046,
0017,0036,0047,0046,
0013,0022,0033,0032,
0013,0022,0033,0032,
0013,0022,0033,0032,
0011,0017,0020,0019,
0011,0017,0020,0019,
0011,0017,0020,0019,
0004,0005,0014,0008,
0004,0005,0014,0008,
0004,0005,0014,0008,
0003,0008,0005,0009,
0003,0008,0005,0009,
0003,0008,0005,0009,
0001,0001,0002,0002,
0001,0001,0002,0002,
0001,0001,0002,0002,
-001,0002,0004,0006,
-001,0002,0004,0006,
-001,0002,0004,0006,
0005,-001,0008,0001,
0005,-001,0008,0001,
0005,-001,0008,0001,
-001,-001,0003,0000,
