delta1,delta2,delta3,delta4
0009,0013,0026,0020,
0010,0019,0028,0030,
0010,0019,0028,0030,
0010,0019,0028,0030,
0010,0013,0025,0024,
0010,0013,0025,0024,
0010,0013,0025,0024,
0005,0009,0015,0016,
0005,0009,0015,0016,
0005,0009,0015,0016,
0002,0006,0004,0007,
0002,0006,0004,0007,
0002,0006,0004,0007,
0003,0004,0007,0008,
0003,0004,0007,0008,
0003,0004,0007,0008,
-001,-001,-001,0002,
-001,-001,-001,0002,
-001,-001,-001,0002,
0001,-002,-001,0002,
0001,-002,-001,0002,
0001,-002,-001,0002,
0000,-002,0000,-001,
0000,-002,0000,-001,
0000,-002,0000,-001,
0001,-005,-005,0003,
0001,-005,-005,0003,
0001,-005,-005,0003,
0005,-003,0005,0000,
0005,-003,0005,0000,
