delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0000,0000,0001,0001,0001,0002,0000,0000
0000,0000,0002,0002,0001,0000,0001,0000,0001
0000,0000,0002,0002,0001,-001,0001,0002,0004
-001,0000,0003,0002,0002,0000,0001,0002,0004
-001,0002,0001,0000,0001,0002,0002,0002,0004
-001,0002,0001,0000,0002,0003,0003,0004,0004
0000,0000,0001,0000,0002,0002,0004,0004,0003
-001,0000,0002,0000,0003,0002,0004,0005,0003
0000,0000,0002,0002,0003,0002,0007,0006,0004
0000,0003,0002,0003,0005,0002,0009,0008,0007
0003,0004,0002,0004,0006,0003,0011,0013,0007
0003,0005,0002,0007,0007,0005,0013,0014,0008
0005,0005,0002,0010,0011,0006,0013,0015,0008
0007,0007,0003,0017,0016,0006,0013,0015,0008
0008,0007,0004,0017,0022,0010,0012,0013,0008
0014,0010,0004,0017,0022,0010,0009,0010,0005
0015,0019,0007,0014,0022,0010,0005,0008,0005
0015,0021,0007,0013,0019,0009,0005,0006,0004
0015,0023,0007,0006,0016,0009,0002,0005,0004
0009,0023,0007,0004,0013,0007,0002,0004,0002
0009,0021,0006,0004,0007,0007,0001,0003,0002
0006,0016,0008,0001,0005,0007,0002,0002,0001
0005,0012,0009,0001,0003,0006,0001,0002,0001
0004,0009,0009,0001,0003,0003,0002,0002,0001
0003,0006,0007,0002,0003,0003,0002,0002,0000
0003,0005,0005,0002,0004,0004,0002,0002,0000
0000,0005,0005,0002,0004,0005,0002,0002,0000
0000,0005,0005,0002,0004,0004,0001,0001,-001
0000,0005,0004,0001,0002,0004,0000,0000,-001
0001,0004,0005,0001,0002,0001,0000,0000,-001
0002,0004,0005,0002,0003,0003,0001,0000,0001
0002,0005,0005,0002,0003,0003,0001,0001,0001
0002,0005,0005,0002,0004,0004,0001,0000,0001
0002,0004,0005,0002,0003,0004,0003,0001,0001
0002,0004,0004,0002,0004,0004,0004,0001,0000
0001,0004,0003,0002,0003,0003,0004,0001,0000
0001,0003,0002,0001,0003,0003,0002,0001,0000
0001,0003,0002,0001,0002,0003,0001,0001,0002
0001,0003,0002,0001,0002,0003,0001,0001,0002
0001,0002,0002,0001,0003,0002,0002,0001,0002
0000,0002,0002,0002,0003,0002,0002,0002,0002
0001,0001,0002,0002,0001,0002,0002,0002,0002
0001,0001,0001,0002,0001,0002,0001,0002,0000
0001,0000,0001,0001,0001,0002,0002,0001,0000
0001,0000,0001,0004,0001,0002,0002,0000,0000
0001,0000,0002,0001,0001,0002,0003,0000,0003
0000,0001,0002,0001,0002,0001,0002,0000,0000
0000,0001,0001,0001,0002,0001,0002,0000,0000
0000,0001,0000,0000,0002,0001,0002,0000,-001
0001,0001,0000,0000,0002,0001,0003,0000,-001
0001,0001,0000,0000,0002,0000,0003,0000,-001
0000,0001,0002,0001,0000,-002,0003,0001,0001
0000,0001,0000,0002,0001,-002,0001,0001,0000
-001,0001,0000,0002,0000,0001,0001,0000,0000
0001,0000,0000,0000,0001,0001,0001,0000,-001
