delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,-001,0000,0000,0000,0001,0000,0000,0000
-001,-002,0001,-001,0000,0002,0000,0000,-001
-001,-002,0001,-001,0000,0002,0000,0000,-001
-001,-002,0003,0001,0000,0003,-002,0001,0000
-001,-001,0001,0001,0001,0003,-001,0001,0002
-001,0001,0003,0001,0001,0003,-002,0001,0001
-001,0001,0000,0001,0002,0000,-002,0001,0002
-002,0001,-001,0001,0002,0000,-002,0002,0001
-002,0001,-001,0001,0002,0000,0000,0003,0002
0000,0002,0003,0001,0005,0003,0000,0003,0003
0000,0004,0005,0001,0005,0006,0000,0005,0004
0000,0011,0006,0002,0006,0006,0000,0005,0005
0001,0012,0006,0002,0007,0006,0002,0006,0005
0005,0019,0003,0003,0019,0005,0002,0012,0007
0003,0027,0003,0003,0025,0005,0001,0013,0007
0003,0037,0005,0006,0030,0008,0000,0016,0009
0003,0038,0005,0006,0031,0008,0000,0016,0009
0003,0042,0005,0006,0032,0008,0000,0016,0009
0003,0046,0005,0006,0032,0008,0000,0016,0009
0003,0050,0005,0006,0034,0008,0000,0016,0009
0003,0052,0005,0006,0034,0008,0000,0016,0009
0003,0056,0005,0002,0034,0008,0002,0019,0009
0003,0056,0004,0002,0033,0009,0002,0019,0009
0004,0043,0004,0002,0028,0009,0001,0017,0009
0004,0025,0004,0004,0022,0010,0001,0014,0008
0002,0017,0003,0004,0010,0007,0001,0010,0007
0002,0011,0003,0002,0010,0005,0001,0007,0006
0002,0009,0003,0002,0010,0005,0001,0007,0006
0002,0009,0003,0002,0007,0005,0001,0007,0006
0002,0007,0003,0002,0007,0005,0001,0007,0006
0002,0007,0003,0002,0007,0005,0001,0007,0006
0002,0005,0003,0002,0005,0005,0001,0007,0006
0002,0003,0003,0002,0003,0004,0001,0004,0003
0001,0002,0001,0001,0002,0004,0002,0003,0003
0000,0000,0001,0001,0002,0004,-002,0003,0002
0000,0000,0001,0001,0002,0001,0002,0000,0003
0000,0000,0001,0001,0002,0001,-001,0000,0001
-001,0000,0001,0001,0002,0001,-001,0001,0001
-001,0000,0000,0001,-001,0000,-001,0001,0001
-001,0001,0000,0000,-001,0000,-001,0001,0001
0000,0000,0000,-001,-001,0000,-001,0001,0001
0001,0001,0000,-001,-001,0001,0000,0000,0001
0000,-001,0000,-001,0000,0002,0000,0002,0001
-001,0000,0001,-001,0001,0002,0000,0002,0001
-001,0000,0001,-001,0001,0001,-002,0002,0001
-001,0000,0002,-001,0001,0001,-002,0000,0002
0000,-001,0001,-001,0001,0001,0000,0000,0002
0000,-001,0001,-001,0000,0000,0000,-001,-001
0000,-001,-001,-001,0001,0000,-001,0000,-001
0000,0001,-001,0000,0000,0000,-002,-001,-001
0000,-001,0000,-001,0000,0000,-002,0001,0001
0001,0000,0000,-001,0000,0000,-002,0000,0001
0001,-001,0001,-001,0000,0003,-002,0000,0001
-001,-001,0001,-001,0000,0002,-002,0000,0001
-001,-001,0001,-002,0001,0002,-002,0002,0002
