delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,-001,0002,0002,0000,0002,0000,0001,0000
0001,-001,0002,0002,0001,0002,0001,0001,0001
0000,-001,0002,0001,0001,-001,0002,0000,0001
0000,-001,0002,0001,0001,-001,0002,0001,0001
0000,0000,0002,0001,0002,0001,0002,0000,0001
0000,0000,0001,0002,0002,0001,0002,0000,0000
0000,-001,0000,0002,0002,0001,0001,0000,0001
0000,-001,0000,0001,0002,0001,0002,0001,0001
0000,0000,0001,0001,0001,0002,0001,0001,0001
0000,0000,0001,0001,0001,0001,0001,0002,0001
0001,-001,0000,0002,0003,0002,0001,0002,0002
0000,-001,0000,0002,0003,0001,0001,0005,0004
0001,0002,0002,0003,0003,0003,0006,0005,0004
0001,0002,0002,0003,0006,0003,0007,0013,0006
0002,0002,0002,0005,0008,0007,0009,0021,0007
0004,0004,0002,0012,0020,0012,0012,0030,0008
0007,0010,0002,0015,0031,0012,0012,0032,0008
0007,0010,0002,0015,0031,0012,0012,0030,0008
0007,0010,0002,0015,0039,0012,0012,0029,0008
0007,0010,0002,0015,0040,0012,0012,0026,0008
0007,0010,0002,0015,0043,0012,0012,0024,0008
0007,0010,0002,0015,0045,0012,0012,0018,0008
0007,0010,0002,0015,0048,0012,0012,0018,0008
0013,0027,0009,0015,0048,0012,0006,0012,0006
0017,0030,0011,0013,0036,0010,0003,0006,0002
0017,0033,0011,0013,0036,0010,0003,0006,0002
0017,0035,0011,0013,0036,0010,0003,0006,0002
0017,0035,0011,0013,0036,0010,0003,0006,0002
0017,0035,0011,0013,0036,0010,0003,0006,0002
0017,0035,0011,0013,0036,0010,0003,0006,0002
0007,0028,0006,0003,0006,0005,0003,0003,0002
0003,0011,0006,0003,0005,0005,0006,0003,0003
0003,0011,0006,0003,0003,0005,0006,0003,0003
0003,0006,0006,0003,0001,0005,0006,0003,0003
0003,0005,0006,0003,0001,0005,0006,0003,0003
0003,0003,0006,0003,0001,0005,0006,0003,0003
0003,0003,0006,0003,0001,0005,0006,0003,0003
0003,0003,0006,0003,0001,0005,0006,0003,0003
0001,0002,0001,0000,0001,-001,0001,0003,0003
0000,0001,0001,0000,0001,-001,0001,0001,0001
-001,0001,0001,0000,0001,-003,0003,0001,0001
-001,0000,0001,0001,0001,0002,0003,0000,0001
0002,0000,0001,0001,0001,0003,0002,0000,-001
0002,-001,0001,0002,0001,0003,0000,0000,-001
0001,-001,0002,0001,0001,0003,0000,0001,-001
-001,-001,0000,0002,0001,0003,0000,0002,0000
-001,0001,0001,0001,0001,0001,0002,0002,0000
-001,0001,0001,0002,0001,0001,0002,0000,-002
0000,0000,0001,0001,0001,0001,0001,0000,-002
0000,0000,0001,0001,0000,0000,0000,0000,0000
0000,0001,-002,0001,0000,0001,0001,0000,0000
0000,0001,-002,0001,0000,0001,0003,0000,0000
0000,-001,0002,0001,0000,0001,0003,0000,0000
-001,-001,0004,0002,0000,0002,0003,-001,0000
-001,-001,0002,0001,0000,0000,0000,-001,0000
