delta1,delta2,delta3,delta4
0000,-001,0029,0065,
0001,-001,0031,0066,
0002,-001,0031,0066,
0002,-001,0031,0066,
0001,0001,0032,0066,
0001,0001,0032,0066,
0001,0001,0032,0066,
0001,0003,0029,0063,
0002,0001,0029,0063,
0002,0001,0029,0063,
0002,0001,0033,0063,
0001,0001,0033,0063,
0001,0001,0033,0063,
0001,0001,0033,0062,
0000,0001,0033,0062,
0000,0001,0033,0062,
-001,0001,0032,0065,
-001,0001,0032,0065,
-001,0001,0032,0065,
0002,0001,0030,0066,
0003,0001,0030,0066,
0003,0001,0030,0066,
0000,0000,0030,0066,
0000,0000,0030,0066,
0000,0000,0030,0066,
0001,0001,0031,0066,
0003,0001,0031,0066,
0003,0001,0031,0066,
0001,0001,0029,0064,
0000,0001,0029,0064,
