delta1,delta2,delta3,delta4
0005,0007,0037,0063,
0005,0007,0037,0063,
0006,0007,0031,0064,
0007,0008,0031,0064,
0007,0008,0031,0064,
0005,0005,0037,0068,
0005,0005,0037,0067,
0005,0005,0037,0067,
0006,0003,0033,0061,
0006,0003,0033,0061,
0006,0003,0033,0061,
0006,0006,0038,0068,
0006,0006,0038,0069,
0006,0006,0038,0069,
0002,0008,0043,0066,
0002,0007,0043,0066,
0002,0007,0043,0066,
0005,0007,0035,0067,
0007,0009,0035,0069,
0007,0009,0035,0069,
0007,0009,0036,0067,
0006,0008,0036,0067,
0006,0008,0036,0067,
0003,0007,0039,0069,
0003,0007,0039,0070,
0003,0007,0039,0070,
0007,0007,0034,0070,
0006,0006,0034,0070,
0006,0006,0034,0070,
0004,0006,0039,0063,
