delta1,delta2,delta3,delta4
0008,0006,0033,0051,
0008,0006,0031,0049,
0009,0009,0031,0049,
0009,0009,0031,0049,
0004,0008,0027,0051,
0004,0008,0027,0051,
0004,0008,0027,0051,
0008,0008,0029,0051,
0008,0011,0029,0051,
0008,0011,0029,0051,
0007,0008,0032,0053,
0006,0008,0032,0053,
0006,0008,0032,0053,
0006,0009,0029,0049,
0008,0010,0029,0049,
0008,0010,0029,0049,
0008,0010,0030,0048,
0007,0011,0030,0048,
0007,0011,0030,0048,
0007,0011,0029,0051,
0009,0011,0029,0051,
0009,0011,0029,0051,
0009,0008,0029,0048,
0010,0008,0029,0048,
0010,0008,0029,0048,
0009,0006,0033,0053,
0009,0006,0033,0053,
0009,0006,0033,0053,
0005,0007,0031,0049,
0005,0008,0031,0049,
