delta1,delta2,delta3,delta4
0011,0013,0033,0057,
0011,0013,0033,0057,
0011,0012,0035,0059,
0011,0012,0035,0058,
0011,0012,0035,0058,
0010,0011,0035,0058,
0010,0011,0035,0059,
0010,0011,0035,0059,
0012,0011,0031,0059,
0011,0012,0031,0057,
0011,0012,0031,0057,
0010,0010,0033,0057,
0010,0010,0033,0059,
0010,0010,0033,0059,
0010,0011,0036,0058,
0010,0011,0036,0058,
0010,0011,0036,0058,
0010,0012,0037,0059,
0010,0012,0037,0059,
0010,0012,0037,0059,
0011,0012,0033,0055,
0010,0012,0033,0055,
0010,0012,0033,0055,
0010,0012,0036,0058,
0013,0012,0036,0058,
0013,0012,0036,0058,
0010,0010,0036,0056,
0010,0010,0036,0056,
0010,0010,0036,0056,
0011,0010,0036,0056,
