delta1,delta2,delta3,delta4
0001,0004,0012,0038,
0001,0004,0012,0038,
0001,0000,0017,0038,
0002,0000,0017,0040,
0002,0000,0017,0040,
0001,0000,0014,0037,
0001,0000,0014,0037,
0001,0000,0014,0037,
0001,0000,0012,0038,
0000,-003,0012,0038,
0000,-003,0012,0038,
0000,-003,0016,0039,
0001,0001,0016,0040,
0001,0001,0016,0040,
0000,-001,0016,0038,
0000,-001,0016,0038,
0000,-001,0016,0038,
-001,0001,0014,0037,
-001,0001,0014,0037,
-001,0001,0014,0037,
0001,0002,0015,0040,
0001,0002,0015,0040,
0001,0002,0015,0040,
0002,0004,0014,0038,
0002,0003,0014,0037,
0002,0003,0014,0037,
0001,0001,0015,0035,
0001,0001,0015,0035,
0001,0001,0015,0035,
0002,0001,0012,0037,
