delta1,delta2,delta3,delta4
0000,0000,0017,0046,
0000,0000,0017,0044,
0000,0000,0017,0044,
-001,0000,0019,0044,
-001,0001,0019,0044,
-001,0001,0019,0044,
0004,0002,0016,0040,
0004,0003,0016,0040,
0004,0003,0016,0040,
0004,0003,0016,0040,
0004,0003,0016,0040,
0004,0003,0016,0040,
0001,0000,0017,0046,
0001,0000,0017,0043,
0001,0000,0017,0043,
0003,0000,0011,0040,
0003,0001,0011,0040,
0003,0001,0011,0040,
0003,0001,0016,0041,
0001,-002,0016,0041,
0001,-002,0016,0041,
0001,-002,0017,0044,
0002,-001,0017,0043,
0002,-001,0017,0043,
0002,0000,0016,0038,
0002,0000,0016,0038,
0002,0000,0016,0038,
0002,0000,0018,0041,
0002,0000,0018,0046,
0002,0000,0018,0046,
