delta1,delta2,delta3,delta4
0007,0011,0037,0058,
0007,0011,0037,0058,
0007,0011,0037,0058,
0008,0010,0034,0062,
0008,0010,0034,0059,
0008,0010,0034,0059,
0007,0010,0035,0059,
0007,0009,0035,0056,
0007,0009,0035,0056,
0009,0009,0034,0056,
0009,0011,0034,0057,
0009,0011,0034,0057,
0008,0007,0035,0059,
0008,0007,0035,0060,
0008,0007,0035,0060,
0009,0007,0038,0058,
0009,0007,0038,0058,
0009,0007,0038,0058,
0007,0008,0033,0058,
0007,0010,0033,0058,
0007,0010,0033,0058,
0011,0012,0035,0058,
0009,0010,0035,0056,
0009,0010,0035,0056,
0009,0010,0034,0056,
0011,0010,0034,0057,
0011,0010,0034,0057,
0009,0012,0034,0056,
0009,0012,0034,0056,
0009,0012,0034,0056,
