delta1,delta2,delta3,delta4
-002,0002,0024,0054,
-002,0002,0024,0054,
-002,0002,0024,0054,
0002,0004,0023,0051,
0000,0002,0023,0051,
0000,0002,0023,0051,
0000,0002,0022,0053,
0000,0000,0022,0053,
0000,0000,0022,0053,
0000,0000,0023,0056,
0000,0002,0023,0055,
0000,0002,0023,0055,
0001,0002,0022,0055,
0001,0002,0022,0055,
0001,0002,0022,0055,
0001,0002,0027,0055,
0001,0002,0027,0054,
0001,0002,0027,0054,
0000,0001,0021,0054,
0000,0001,0021,0054,
0000,0001,0021,0054,
0003,0001,0026,0055,
0002,0001,0026,0055,
0002,0001,0026,0055,
0002,0001,0023,0054,
0003,0002,0023,0054,
0003,0002,0023,0054,
0005,0002,0021,0055,
0003,0000,0021,0055,
0003,0000,0021,0055,
