delta1,delta2,delta3,delta4
0005,0005,0038,0070,
0005,0008,0038,0070,
0005,0008,0038,0070,
0004,0005,0038,0073,
0004,0005,0038,0070,
0004,0005,0038,0070,
0003,0007,0036,0070,
0003,0005,0036,0070,
0003,0005,0036,0070,
0004,0005,0033,0068,
0004,0007,0033,0068,
0004,0007,0033,0068,
0003,0007,0039,0074,
0003,0006,0039,0073,
0003,0006,0039,0073,
0003,0006,0035,0071,
0003,0006,0035,0071,
0003,0006,0035,0071,
0004,0006,0036,0070,
0004,0006,0036,0070,
0004,0006,0036,0070,
0008,0006,0035,0070,
0005,0005,0035,0070,
0005,0005,0035,0070,
0005,0005,0036,0068,
0006,0007,0036,0068,
0006,0007,0036,0068,
0004,0006,0034,0072,
0003,0005,0033,0071,
0003,0005,0033,0071,
