delta1,delta2,delta3,delta4
0002,0001,0035,0069,
0002,0001,0035,0069,
-001,0001,0035,0070,
-001,0003,0035,0070,
-001,0003,0035,0070,
0001,0000,0032,0065,
0002,-001,0032,0065,
0002,-001,0032,0065,
0002,-001,0038,0070,
0002,0001,0038,0070,
0002,0001,0038,0070,
-001,0001,0034,0063,
-001,0000,0034,0063,
-001,0000,0034,0063,
0000,0000,0033,0067,
0001,0002,0033,0067,
0001,0002,0033,0067,
0000,0002,0036,0070,
0000,0002,0036,0070,
0000,0002,0036,0070,
-003,0001,0037,0068,
-003,0001,0037,0068,
-003,0001,0037,0068,
0000,0002,0035,0068,
0000,0002,0035,0068,
0000,0002,0035,0068,
0000,-001,0033,0068,
0001,-001,0033,0068,
0001,-001,0033,0068,
0002,0001,0034,0068,
